Name,Value,Timestamp,Step
"f1_score",0.869273697613307,1686587762242,1
"accuracy_score",0.8022678967958294,1686587762242,1
"area_Under_ROC",0.8022678967958294,1686587762242,1
"precision",0.9421704789030155,1686587762242,1
"recall",0.8068470416656189,1686587762242,1
